timestamp;K1;K2;TC1;TC2;TC3;TC4;TC5;RES1;RES2;RES3;RES4;RES5;RES6;RES7;FRG1;Voltage_FRG1
1700030798.0;299.58411;300.84232;297.93658;297.74078;297.67484;297.67612;297.68774;6.92418;6.84930;6.82496;6.93581;6.98553;6.89754;7.39750;-5.41932;0.00000
